Marketing expense,Production expense,Multiplex coverage,Budget,Movie_length,Lead_ Actor_Rating,Lead_Actress_rating,Director_rating,Producer_rating,Critic_rating,Trailer_views,3D_available,Time_taken,Twitter_hastags,Avg_age_actors,Num_multiplex,Collection,Genre_Action,Genre_Comedy,Genre_Drama,Genre_Thriller
20.8588,85.08,0.536,34713.195,150.8,8.095,8.33,8.04,8.305,8.36,468556,0,114.24,263.296,54,465,41200,1,0,0,0
31.801,98.78,0.376,35396.46,171.4,8.795,8.92,8.8,8.83,6.76,456491,1,179.2,243.68,57,550,46000,1,0,0,0
293.562,91.2,0.26,32968.925,161.4,9.075,9.195,9.065,9.025,6.96,257073,1,191.36,281.344,57,712,16800,0,1,0,0
20.1264,59.62,0.462,36524.125,138.7,7.825,8.095,7.91,7.995,7.94,527367,1,109.6,223.84,23,494,48000,0,0,0,1
20.6718,60.9,0.572,39018.32,89.3,7.185,7.345,7.235,7.43,8.34,567784,1,123.96,305.584,20,428,69800,0,0,0,1
21.0376,63.98,0.551,33413.325,118.6,7.69,7.92,7.755,7.78,7.3,436753,1,119.0,223.6,50,472,45000,0,0,0,1
331.514,91.2,0.42,32918.93,144.5,8.52,8.55,8.44,8.67,6.96,383739,0,117.64,303.056,28,494,38200,0,1,0,0
93.8622,91.2,0.287,35418.68,161.9,8.59,8.885,8.705,8.69,7.96,416540,1,197.08,262.832,24,630,35400,0,1,0,0
20.4996,58.78,0.482,36329.7,133.2,6.77,6.895,6.705,7.095,7.82,494604,1,146.6,222.64,40,566,33000,0,0,0,1
241.748,91.2,0.282,35613.105,173.5,9.035,9.095,9.06,9.095,6.96,431269,1,120.68,262.672,48,649,33400,1,0,0,0
23.9314,66.72,0.569,34585.43,152.7,5.915,6.005,5.85,6.12,7.18,484343,0,196.2,243.28,31,466,41000,0,0,0,1
308.416,91.2,0.26,35890.855,166.8,8.84,9.09,8.945,9.125,6.96,404986,1,121.84,201.536,57,702,19200,0,0,0,1
39.1154,71.28,0.462,33591.085,162.3,7.75,7.8,7.7,7.845,6.8,406866,1,173.92,262.368,20,488,29600,0,0,1,0
116.7134,91.2,0.417,32802.275,126.7,8.32,8.575,8.42,8.385,6.96,451515,0,168.24,223.296,44,621,41200,0,1,0,0
22.0306,80.66,0.563,34879.845,148.0,7.835,8.14,7.87,8.05,8.26,478283,0,146.0,243.2,22,453,40000,0,1,0,0
21.8136,61.88,0.563,38612.805,95.0,6.73,6.82,6.645,6.845,8.96,512163,0,123.2,225.28,55,510,66000,0,1,0,0
593.116,91.2,0.403,28636.025,173.5,9.08,9.315,9.195,9.235,7.96,375488,0,132.52,282.608,58,559,32600,0,0,0,1
23.0076,106.3,0.419,32530.08,170.5,8.89,9.09,8.965,9.165,8.18,334417,1,182.92,202.768,51,524,34600,0,0,1,0
20.6082,65.38,0.485,32746.725,133.1,7.07,7.255,7.16,7.285,7.96,452920,1,165.4,242.96,21,567,37000,0,0,0,1
153.0984,91.2,0.287,35090.935,156.5,8.48,8.785,8.6,8.665,7.96,455177,0,117.8,303.12,22,708,39000,0,0,0,1
21.6028,66.92,0.501,32496.75,115.0,8.01,8.125,7.94,8.055,7.16,482433,1,162.4,203.36,21,510,42000,0,0,0,1
30.6824,62.94,0.353,41773.6,162.9,8.8,9.0,8.925,9.0,9.4,526451,1,133.24,226.896,24,651,86200,1,0,0,0
27.0466,98.78,0.376,35851.97,171.9,8.925,9.235,8.915,9.225,7.76,442884,1,138.84,222.736,40,674,34200,0,1,0,0
23.1872,68.82,0.552,34502.105,80.0,6.98,7.17,7.08,7.33,8.42,473146,1,121.88,303.952,56,449,49400,0,0,0,1
20.597,59.36,0.542,35718.65,132.2,6.89,7.1,6.885,7.005,7.26,498425,1,143.48,284.592,53,460,57400,0,1,0,0
20.5458,69.14,0.531,39912.675,134.6,7.485,7.57,7.495,7.515,7.44,547051,0,147.88,2022.4,38,458,69400,0,1,0,0
281.502,91.2,0.42,31735.715,130.2,8.49,8.705,8.44,8.715,6.96,437878,0,126.04,263.216,27,512,40200,0,1,0,0
30.4028,62.94,0.353,46650.89,165.0,8.725,8.98,8.805,8.915,8.4,511151,1,201.52,307.808,24,552,97600,0,0,0,1
22.9732,72.12,0.48,37368.485,153.4,8.45,8.66,8.595,8.74,6.82,471052,1,193.0,304.4,24,470,55000,0,0,1,0
20.3418,59.04,0.59,37374.04,109.6,3.84,4.035,3.84,4.03,8.6,502830,1,122.04,244.816,40,474,60200,0,0,1,0
287.196,91.2,0.307,32702.285,168.2,9.005,9.23,8.97,9.23,7.96,420044,0,135.08,302.032,40,654,25400,0,1,0,0
49.2672,94.16,0.395,41601.395,164.3,8.915,9.055,8.935,9.155,8.06,539697,1,210.0,228.0,35,539,100000,0,1,0,0
20.8758,61.74,0.602,32146.785,104.6,6.65,6.78,6.58,6.77,8.78,465605,0,179.76,223.104,44,479,38800,1,0,0,0
21.1578,67.14,0.591,32652.29,94.9,6.68,6.8,6.74,6.785,8.22,493569,1,142.8,263.52,29,406,44000,0,0,0,1
20.575,85.08,0.536,34502.105,102.4,8.04,8.225,8.095,8.305,8.36,508101,0,206.0,284.0,46,492,50000,1,0,0,0
22.7108,67.14,0.591,31074.67,110.3,6.745,6.915,6.73,6.615,8.22,461313,0,176.96,302.784,40,485,34800,0,0,0,1
23.4268,75.02,0.453,32930.04,161.7,8.72,8.795,8.64,8.92,7.44,415458,0,151.32,222.928,24,539,36600,0,1,0,0
31.5058,67.4,0.493,46312.035,146.8,7.97,8.09,8.05,8.21,7.52,545730,1,132.68,226.672,28,574,83400,0,0,0,1
21.3822,61.88,0.563,37435.145,104.3,6.645,6.79,6.63,6.975,7.96,507193,0,176.2,224.88,40,384,61000,0,1,0,0
35.4598,71.28,0.462,36079.725,167.9,7.715,7.825,7.655,7.895,7.8,455480,1,119.36,302.944,35,544,36800,0,0,0,1
22.1148,110.48,0.391,33235.565,172.3,9.02,9.155,8.97,9.12,6.98,382738,0,141.44,282.176,47,563,27200,0,1,0,0
21.2422,57.5,0.571,36051.95,117.9,5.5,5.685,5.445,5.785,8.06,530639,0,145.16,303.664,55,389,45800,0,0,0,1
20.9638,62.28,0.608,33929.94,105.5,5.305,5.495,5.345,5.42,7.72,528690,0,130.76,243.504,56,370,43800,0,0,0,1
24.8206,69.76,0.507,33791.065,117.2,7.205,7.31,7.26,7.395,8.08,448684,0,180.88,303.552,27,509,44400,0,1,0,0
46.8568,94.16,0.395,33696.63,173.5,9.02,9.23,9.05,9.185,8.06,483363,0,177.72,263.888,46,556,48600,0,0,0,1
90.7002,94.16,0.129,34174.36,156.1,9.06,9.275,9.04,9.13,9.06,432078,0,198.24,222.496,37,868,31200,0,0,0,1
21.156,59.92,0.512,38773.9,131.9,8.445,8.725,8.58,8.59,8.44,505742,0,194.88,225.952,50,456,74400,0,0,1,0
43.8588,98.78,0.376,35140.93,171.2,8.73,8.985,8.79,8.955,6.76,438063,1,151.84,243.136,29,559,39200,0,1,0,0
23.7672,68.82,0.552,32141.23,106.8,7.375,7.5,7.3,7.625,8.42,445250,1,186.0,243.2,39,455,40000,0,0,1,0
233.436,91.2,0.26,35879.745,168.3,8.9,9.15,8.995,8.98,6.96,342695,1,106.72,241.888,28,762,23600,0,0,0,1
1378.416,91.2,0.307,31569.065,173.5,9.235,9.405,9.28,9.23,6.96,342621,1,146.0,280.8,38,654,10000,0,0,0,1
22.0168,75.02,0.453,37301.825,155.1,8.595,8.685,8.5,8.87,8.44,495560,1,113.12,263.648,34,544,45600,0,0,0,1
21.6398,82.84,0.563,33379.995,115.8,7.23,7.265,7.22,7.28,7.8,481269,0,176.68,223.472,23,386,43400,0,0,1,0
20.7476,65.38,0.485,35052.05,112.0,6.74,6.83,6.655,6.855,6.96,505077,1,150.28,303.312,53,555,41400,1,0,0,0
115.0474,91.2,0.287,36246.375,160.0,8.695,8.79,8.63,9.015,6.96,408819,0,155.64,282.256,36,620,28200,0,0,0,1
91.3736,91.2,0.42,35757.535,148.5,8.48,8.685,8.495,8.55,7.96,421532,1,169.28,303.712,39,635,46400,1,0,0,0
167.3422,91.2,0.321,34402.115,151.6,8.94,9.07,9.005,9.11,7.96,356325,1,170.4,241.76,45,679,22000,0,0,0,1
179.8496,91.2,0.3,30663.6,173.5,9.145,9.335,9.14,9.31,7.96,339764,0,134.92,301.968,41,702,24600,0,0,1,0
62.9836,94.16,0.129,31713.495,172.0,9.11,9.32,9.05,9.275,8.06,411772,0,121.76,243.104,58,840,38800,0,1,0,0
23.424,72.12,0.48,32418.98,165.4,8.815,8.965,8.76,9.04,6.82,405008,1,205.8,283.12,20,482,39000,0,0,1,0
337.488,91.2,0.329,36357.475,172.6,9.11,9.35,9.18,9.325,6.96,382857,0,172.36,201.744,60,582,21800,1,0,0,0
21.6374,60.78,0.555,43440.1,110.4,8.23,8.29,8.2,8.285,7.4,544945,1,217.52,207.008,25,512,87600,1,0,0,0
128.8228,91.2,0.287,36968.525,171.7,8.745,8.885,8.675,8.985,6.96,390279,1,162.08,222.432,41,614,30400,0,1,0,0
26.4528,98.78,0.376,33007.81,167.0,8.87,9.08,8.91,9.205,6.76,394365,0,202.96,202.784,37,622,34800,0,0,0,1
23.4342,65.26,0.547,33141.13,166.9,6.58,6.665,6.46,6.655,7.06,430178,0,124.4,302.56,48,387,32000,0,0,0,1
23.8146,66.72,0.569,37318.49,91.0,5.96,6.2,5.96,6.23,8.18,531248,1,186.48,224.192,39,443,52400,0,1,0,0
23.8372,69.76,0.507,35724.205,88.2,7.245,7.45,7.215,7.255,8.08,533713,0,159.84,303.936,45,454,49200,0,1,0,0
23.9078,76.62,0.587,34690.975,79.7,7.32,7.385,7.25,7.47,8.16,493124,1,119.36,243.744,45,434,46800,0,0,1,0
20.9482,78.86,0.427,33496.65,154.3,8.64,8.88,8.68,8.79,6.8,518438,1,205.6,203.04,45,604,38000,0,1,0,0
20.3902,57.76,0.5839,39462.72,133.0,5.28,5.455,5.315,5.505,7.28,477265,1,165.2,205.28,30,390,66000,1,0,0,0
21.0166,65.38,0.485,35085.38,111.6,6.62,6.9,6.735,6.83,7.96,536791,0,182.88,223.552,34,499,44400,0,1,0,0
111.1174,91.2,0.282,19781.355,161.4,9.185,9.225,9.16,9.205,6.96,527849,1,161.0,244.4,51,680,55000,0,0,0,1
25.0774,68.82,0.552,29991.445,168.8,7.01,7.16,7.02,7.07,8.42,264112,0,141.76,282.304,34,427,28800,0,1,0,0
21.9208,67.82,0.553,38073.97,116.3,7.86,7.95,7.73,7.925,8.48,532339,1,176.8,245.12,23,385,64000,0,0,0,1
22.2658,64.86,0.572,38312.835,127.8,6.755,6.935,6.8,6.84,8.68,470107,1,204.8,224.32,24,387,54000,0,1,0,0
21.4026,82.78,0.45,36896.31,158.6,8.24,8.405,8.155,8.36,7.72,461695,0,185.48,284.592,23,487,57400,0,1,0,0
20.2762,55.92,0.578,43745.625,105.5,7.095,7.235,7.12,7.25,9.12,546519,1,164.0,288.0,26,430,100000,0,0,0,1
21.1122,59.48,0.6,39112.755,83.5,6.08,6.095,5.945,6.22,8.04,524749,1,159.6,224.64,36,414,58000,0,0,1,0
64.8472,94.16,0.395,32518.97,165.3,8.645,8.805,8.755,8.95,9.06,467883,1,167.08,303.632,56,659,45400,0,0,1,0
35.8082,74.8,0.456,34007.71,126.3,8.555,8.83,8.615,8.725,7.32,501252,1,164.84,303.536,46,558,44200,0,0,0,1
89.4856,91.2,0.282,48772.9,156.4,9.015,9.145,9.04,8.99,6.96,493047,0,160.76,243.504,26,622,43800,0,0,0,1
78.48,94.16,0.395,33891.055,166.5,8.815,8.86,8.705,9.055,8.06,471586,1,200.0,244.0,22,533,50000,0,0,0,1
22.792,72.12,0.48,34257.685,163.5,8.685,8.875,8.66,8.935,6.82,432081,1,157.3914979757085,203.216,20,458,40200,0,1,0,0
25.9638,67.4,0.496,42695.73,90.5,8.225,8.35,8.195,8.475,8.52,547397,1,202.68,287.472,43,550,93400,0,0,1,0
20.6612,65.38,0.485,33657.745,110.8,7.545,7.74,7.465,7.625,7.96,466294,1,162.24,283.296,26,535,41200,0,0,0,1
21.085,63.1,0.49,35079.825,146.9,8.325,8.36,8.295,8.38,8.68,487150,1,141.84,283.936,31,474,49200,0,0,1,0
159.243,91.2,0.3,31735.715,170.5,8.9,9.145,8.885,9.22,6.96,416162,1,194.04,222.416,20,711,30200,0,0,0,1
20.2192,59.5,0.611,35846.415,105.4,6.335,6.445,6.26,6.345,7.94,511643,1,208.8,283.52,55,347,44000,0,1,0,0
20.7004,64.9,0.589,38112.855,101.4,7.39,7.59,7.42,7.365,7.16,566644,1,161.4,224.56,53,397,57000,0,0,0,1
219.3308,91.2,0.26,36024.175,173.5,8.855,9.1,8.9,9.19,6.96,387633,0,132.16,282.464,21,670,30800,0,0,0,1
24.9044,74.8,0.456,32119.01,145.2,7.935,8.03,7.83,8.135,8.32,401740,0,195.92,243.168,50,471,39600,0,0,0,1
243.208,91.2,0.26,36824.095,168.1,8.925,9.015,8.93,8.88,7.96,338798,0,203.36,242.144,46,769,26800,1,0,0,0
35.2324,62.94,0.353,30885.8,136.3,8.95,9.015,8.97,9.095,8.4,458883,0,149.12,263.648,59,589,45600,0,1,0,0
22.285,82.78,0.45,35402.015,165.9,8.175,8.375,8.315,8.405,8.72,451935,1,123.2,263.68,21,561,46000,0,1,0,0
26.6294,67.4,0.493,45812.085,143.9,8.09,8.255,8.13,8.225,7.52,529841,1,181.32,227.728,23,504,96600,0,1,0,0
21.8756,70.74,0.476,32713.395,112.5,7.12,7.43,7.21,7.335,8.96,407557,1,110.68,203.472,57,575,43400,1,0,0,0
24.3954,68.82,0.552,31119.11,135.5,6.945,7.05,6.85,6.98,7.42,422013,0,119.76,263.104,45,507,38800,1,0,0,0
25.183,98.78,0.376,31624.615,169.5,8.955,9.135,9.08,9.255,6.76,391198,1,118.48,302.592,31,567,32400,0,1,0,0
96.7368,91.2,0.23,34724.305,164.6,8.71,9.01,8.85,8.84,6.96,456314,1,177.96,263.184,56,733,39800,0,0,0,1
31.5668,62.94,0.425,46089.835,140.5,8.7,8.935,8.785,8.74,9.4,495431,1,160.0,308.0,42,633,100000,0,1,0,0
52.2564,71.28,0.462,33863.28,170.4,7.965,8.17,8.065,8.28,6.8,377048,1,193.4,222.16,40,497,27000,0,1,0,0
25.0712,74.8,0.456,31691.275,151.2,7.99,8.1,7.945,8.075,7.32,482381,0,134.48,242.592,58,559,32400,0,0,0,1
27.747,106.3,0.419,31180.215,169.1,9.035,9.24,9.1,9.115,8.18,303828,0,154.28,202.512,42,635,31400,0,0,1,0
60.2038,94.16,0.395,44045.595,169.7,8.945,9.045,8.845,9.07,9.06,517904,1,166.0,308.0,37,522,100000,0,0,0,1
20.7156,61.66,0.5571,43440.1,138.0,7.51,7.665,7.58,7.855,9.02,538611,0,142.16,207.264,50,420,90800,0,1,0,0
22.6116,75.02,0.453,32618.96,146.6,8.6,8.865,8.69,8.89,7.44,410730,1,160.16,283.264,40,566,40800,0,0,0,1
20.912,82.78,0.45,32707.84,129.5,8.28,8.515,8.285,8.695,8.72,429010,1,109.32,243.728,22,617,46600,1,0,0,0
21.381,59.36,0.542,39701.585,127.7,6.92,7.07,6.815,7.07,8.26,531448,0,176.48,225.792,55,395,72400,0,0,1,0
22.0016,59.92,0.512,36457.465,169.1,8.48,8.665,8.545,8.62,8.44,493498,1,147.0,285.2,60,451,65000,0,0,1,0
113.3766,91.2,0.287,33196.68,161.4,8.675,8.85,8.61,8.705,6.96,369607,0,143.08,302.032,31,638,25400,0,0,0,1
21.7652,76.62,0.587,35646.435,80.1,7.24,7.465,7.205,7.52,7.16,501152,1,195.68,283.872,38,410,48400,0,0,0,1
21.0046,67.12,0.5621,31696.83,101.9,6.665,6.72,6.67,6.665,8.62,450203,0,134.84,282.736,21,522,34200,0,0,1,0
76.3676,91.2,0.468,32007.91,113.8,7.795,8.055,7.875,8.075,7.96,481869,0,192.72,283.488,57,483,43600,1,0,0,0
320.468,91.2,0.386,29463.72,170.8,8.86,9.005,8.795,9.135,6.96,340338,0,186.8,301.92,39,620,24000,0,0,1,0
24.1492,110.48,0.391,28291.615,171.5,9.015,9.2,9.025,9.115,7.98,286130,1,183.24,201.296,49,628,16200,1,0,0,0
22.1318,58.82,0.587,32974.48,93.0,4.59,4.75,4.69,4.8,6.6,503151,0,186.24,263.296,53,444,41200,0,0,0,1
21.0994,65.38,0.485,33246.675,118.9,7.555,7.68,7.475,7.665,6.96,457316,0,127.6,223.04,28,477,38000,0,0,1,0
48.277,94.16,0.129,34046.595,169.5,9.115,9.265,9.015,9.11,9.06,440004,0,148.8,302.72,48,806,34000,1,0,0,0
21.653,82.84,0.563,34035.485,91.9,7.12,7.305,7.165,7.4,7.8,486691,1,145.56,283.824,46,485,47800,0,0,0,1
22.4408,60.78,0.555,36801.875,131.3,8.215,8.385,8.12,8.29,7.4,489220,0,199.36,284.544,46,467,56800,0,0,0,1
23.6674,110.48,0.391,30074.77,171.8,8.96,9.235,9.03,9.26,6.98,351221,0,196.8,301.12,29,659,14000,0,1,0,0
20.2622,57.44,0.597,40268.195,95.4,5.55,5.795,5.605,5.655,8.42,512329,1,150.16,265.664,50,480,70800,0,0,0,1
507.876,91.2,0.3,25841.86,173.5,9.145,9.32,9.14,9.46,7.96,291349,1,154.2,301.68,34,597,21000,0,0,0,1
21.103,59.36,0.528,40195.98,114.6,7.95,8.02,7.955,8.03,7.32,525924,0,138.44,205.776,55,524,72200,0,0,0,1
20.393,58.52,0.615,34607.65,105.0,5.395,5.54,5.295,5.595,8.36,449001,1,166.04,203.216,39,333,40200,0,1,0,0
260.964,91.2,0.386,31374.64,161.1,8.935,9.03,8.9,9.23,7.96,455145,0,178.32,223.328,36,581,41600,0,1,0,0
210.2726,91.2,0.287,37374.04,167.6,8.75,8.9,8.625,8.73,6.96,402950,0,117.76,282.304,34,661,28800,0,0,0,1
21.7328,61.88,0.563,39873.79,99.8,6.62,6.83,6.7,6.895,7.96,515199,1,210.56,225.824,40,448,72800,0,0,1,0
20.2878,60.86,0.599,36685.22,92.3,6.745,6.985,6.77,7.06,8.88,525053,0,185.64,284.656,59,489,58200,0,0,0,1
22.4166,60.78,0.555,44823.295,149.5,8.15,8.34,8.215,8.305,7.4,543618,1,125.48,246.192,53,413,77400,0,0,0,1
56.6754,94.16,0.395,43340.11,171.7,8.87,9.12,8.945,8.98,8.06,531084,1,168.0,248.0,22,557,100000,0,0,1,0
21.0958,59.36,0.528,36751.88,131.6,8.185,8.475,8.175,8.425,7.32,462490,0,131.36,304.544,22,454,56800,0,1,0,0
26.8012,98.78,0.376,35874.19,172.4,8.815,9.035,8.82,9.095,6.76,466796,1,179.68,263.072,25,663,38400,0,1,0,0
20.9368,61.82,0.511,35646.435,139.6,8.43,8.535,8.425,8.425,8.44,503147,1,147.04,303.616,58,424,45200,0,0,1,0
21.6616,59.92,0.512,31130.22,163.3,8.47,8.58,8.425,8.545,8.44,440780,1,198.56,204.224,27,467,52800,0,0,1,0
22.4538,68.82,0.552,33713.295,113.5,7.095,7.245,7.05,7.165,8.42,471960,0,180.48,243.392,53,400,42400,0,0,0,1
20.4374,60.86,0.599,37774.0,83.4,6.77,6.935,6.775,7.08,7.88,503965,0,136.44,264.976,24,412,62200,0,0,0,1
21.3448,61.48,0.54,35179.815,90.7,7.32,7.46,7.275,7.515,8.62,483051,0,111.04,283.616,53,452,45200,0,1,0,0
21.9488,66.92,0.501,32446.755,134.9,8.305,8.36,8.19,8.39,8.16,474433,0,150.0,303.2,39,454,40000,0,1,0,0
20.741,61.66,0.5571,38707.24,110.7,7.225,7.54,7.215,7.53,9.02,546620,1,170.16,285.664,48,422,70800,0,1,0,0
27.6428,67.4,0.496,44662.2,160.0,8.255,8.52,8.345,8.45,7.52,560909,1,119.04,206.016,54,532,75200,1,0,0,0
20.7742,65.64,0.595,34490.995,104.8,6.275,6.4,6.21,6.475,7.68,514434,1,199.28,283.712,60,433,46400,0,0,1,0
53.132,94.16,0.129,34007.71,170.8,9.175,9.24,9.035,9.315,8.06,428936,0,110.6,243.44,34,831,43000,0,0,0,1
24.7824,74.38,0.415,33435.545,138.8,8.66,8.875,8.71,8.94,7.16,450933,1,116.48,283.392,32,546,42400,0,0,0,1
168.0778,91.2,0.403,31202.435,171.4,9.235,9.325,9.215,9.315,6.96,316479,0,128.88,242.752,25,528,34400,0,0,0,1
20.3076,62.5,0.606,41406.97,107.7,6.67,6.985,6.665,7.01,8.82,524356,0,133.6,267.04,38,422,88000,0,0,0,1
461.022,91.2,0.26,32318.99,165.9,8.985,9.17,9.02,9.095,7.96,360183,0,157.3914979757085,241.68,38,753,21000,0,1,0,0
24.3438,76.18,0.511,32257.885,127.3,8.17,8.21,8.1,8.215,8.28,414813,1,136.96,263.584,20,527,44800,0,0,0,1
27.384,74.8,0.456,36479.685,160.8,8.04,8.345,8.1,8.305,7.32,483058,1,191.52,263.808,56,544,47600,0,0,1,0
214.4836,91.2,0.26,35585.33,170.7,8.835,9.015,8.92,9.095,6.96,373307,1,184.84,302.736,58,775,34200,1,0,0,0
20.7074,67.18,0.567,36607.45,113.9,7.185,7.4,7.25,7.175,8.78,456975,1,198.8,243.52,21,372,44000,0,0,0,1
44.6494,71.28,0.462,34118.81,165.2,7.91,8.01,7.845,8.275,6.8,387496,1,116.08,282.432,48,575,30400,0,0,0,1
20.689,59.06,0.585,34229.91,111.9,6.8,6.965,6.8,6.89,8.06,501886,1,155.64,243.856,32,415,48200,0,0,0,1
28.0404,74.8,0.456,35452.01,140.7,8.1,8.325,8.21,8.3,8.32,478332,0,111.24,203.696,53,515,46200,0,1,0,0
24.1216,66.72,0.569,31069.115,150.0,5.925,6.19,5.94,6.035,8.18,458708,0,125.04,242.816,42,412,35200,0,1,0,0
39.5234,98.78,0.376,31980.135,171.9,8.825,8.86,8.735,8.885,6.76,402396,0,180.24,222.496,32,646,31200,1,0,0,0
325.76,91.2,0.329,36935.195,166.8,9.175,9.445,9.315,9.375,7.96,362344,1,189.56,302.224,26,705,27800,0,1,0,0
133.3996,91.2,0.369,37124.065,170.3,9.225,9.36,9.175,9.53,7.96,513408,1,134.0,308.0,58,675,100000,0,0,0,1
56.0056,94.16,0.395,32646.735,152.7,8.655,8.895,8.71,8.89,8.06,468741,1,201.52,203.808,22,549,47600,0,0,1,0
24.2818,66.72,0.569,35763.09,82.4,6.285,6.41,6.295,6.215,7.18,548870,0,205.92,243.968,50,469,49600,0,0,1,0
33.133,62.94,0.353,38007.31,173.5,8.9,9.09,8.84,9.145,8.4,483741,1,146.04,224.816,40,599,60200,0,0,0,1
33.4382,71.28,0.462,32291.215,163.8,7.53,7.705,7.645,7.755,6.8,436807,0,194.64,242.656,59,476,33200,0,0,1,0
23.5566,74.38,0.415,30935.795,147.0,8.77,8.805,8.755,8.87,7.16,414921,0,197.0,282.8,47,635,35000,0,0,1,0
67.5868,94.16,0.129,34052.15,173.5,9.155,9.37,9.14,9.495,8.06,305675,1,155.52,202.208,59,846,27600,0,0,0,1
21.575,61.88,0.563,37674.01,114.6,8.095,8.15,8.065,8.115,7.96,480787,1,156.8,265.12,23,423,64000,0,0,0,1
35.684,71.28,0.462,33274.45,155.2,7.72,7.925,7.82,8.015,6.8,431225,0,109.0,222.8,56,548,35000,0,0,1,0
538.812,91.2,0.321,29463.72,162.6,9.135,9.305,9.095,9.165,6.96,302776,1,172.16,301.664,60,589,20800,1,0,0,0
22.5158,61.88,0.563,36418.58,102.6,7.69,7.86,7.66,7.655,8.96,537380,1,151.92,204.768,40,460,59600,0,0,0,1
75.5948,94.16,0.129,27236.165,171.3,9.26,9.46,9.225,9.365,8.06,294970,1,132.72,261.888,52,795,23600,0,0,0,1
21.6488,64.86,0.572,36001.955,92.0,6.87,6.94,6.775,7.035,8.68,523902,1,147.48,243.792,48,491,47400,1,0,0,0
23.501,66.92,0.501,33141.13,103.7,7.925,8.17,7.98,8.23,7.16,498052,1,163.68,203.872,21,484,48400,0,0,0,1
36.8108,71.28,0.462,31102.445,159.2,7.655,7.835,7.64,7.96,7.8,422375,1,187.56,262.224,35,516,27800,0,0,0,1
21.7746,66.28,0.561,33124.465,119.2,6.46,6.725,6.5,6.685,7.64,442225,1,0.0,223.152,21,404,39400,0,0,0,1
221.246,91.2,0.416,37957.315,167.8,8.95,9.055,8.865,8.955,7.96,388831,1,133.64,282.256,29,547,28200,0,0,1,0
23.5798,74.38,0.415,31496.85,102.3,8.46,8.755,8.465,8.72,8.16,394787,0,169.24,283.696,55,556,46200,1,0,0,0
25.5914,74.38,0.415,32918.93,116.1,8.725,8.93,8.805,8.78,7.16,462430,1,175.8,223.92,47,546,49000,0,0,0,1
154.3544,91.2,0.287,37490.695,166.1,8.8,8.945,8.815,8.8,7.96,401512,1,181.36,262.144,59,614,26800,0,0,1,0
21.132,61.82,0.511,38923.885,159.8,8.25,8.455,8.28,8.175,8.44,509357,0,139.44,203.776,28,456,47200,0,0,0,1
29.8596,74.8,0.456,36857.425,156.0,8.215,8.38,8.295,8.475,7.32,539571,0,143.12,223.648,31,581,45600,0,0,0,1
170.5202,91.2,0.287,35646.435,171.8,8.75,8.945,8.905,9.03,6.96,400065,1,161.2,242.08,27,735,26000,0,1,0,0
30.8904,98.78,0.376,34168.805,171.4,9.045,9.205,9.16,9.255,7.76,411330,1,173.12,202.848,29,592,35600,0,0,1,0
251.558,91.2,0.3,27974.98,170.5,9.01,9.125,9.035,9.29,6.96,317358,0,109.88,281.552,51,686,19400,0,1,0,0
21.3776,59.92,0.512,34129.92,135.7,8.655,8.805,8.605,8.74,7.44,461876,1,132.48,305.792,59,561,72400,0,0,0,1
21.2324,63.78,0.558,32763.39,125.8,5.965,6.075,5.835,6.095,7.24,459385,0,120.88,262.752,46,441,34400,0,0,0,1
21.0744,82.84,0.563,36379.695,124.5,6.89,7.125,6.865,7.195,7.8,479856,0,208.84,204.336,26,454,54200,0,1,0,0
22.5632,67.14,0.591,32691.175,106.5,6.725,6.805,6.7,6.77,7.22,499656,0,166.36,223.344,56,384,41800,0,0,1,0
28.1542,67.4,0.493,34241.02,164.8,8.345,8.48,8.42,8.66,8.52,369907,1,114.68,283.472,37,574,43400,0,1,0,0
43.0344,71.28,0.462,31669.055,168.5,8.1,8.165,8.02,8.14,7.8,394967,1,167.24,302.096,25,571,26200,0,1,0,0
203.7404,91.2,0.3,30752.48,173.5,9.05,9.225,9.14,9.43,7.96,362581,1,164.52,221.808,46,607,22600,0,0,0,1
26.0694,69.76,0.507,35063.16,102.4,7.265,7.455,7.145,7.3,7.08,509852,1,141.2,243.68,36,485,46000,0,0,0,1
20.374,63.3,0.571,36196.38,101.2,5.565,5.855,5.71,5.795,8.42,485496,1,163.24,243.696,47,385,46200,0,0,1,0
242.162,91.2,0.332,27252.83,173.5,9.26,9.505,9.36,9.525,7.96,237541,1,137.52,262.208,56,611,27600,0,1,0,0
21.5956,67.82,0.553,36007.51,105.6,7.89,7.96,7.8,8.075,8.48,504442,1,125.64,204.656,38,478,58200,0,0,0,1
20.8674,66.28,0.561,33968.825,136.5,6.48,6.63,6.46,6.795,8.64,502413,1,140.2,223.28,30,473,41000,0,0,1,0
22.7284,76.18,0.511,32724.505,95.8,7.88,8.19,7.945,8.09,8.28,456271,1,159.04,303.616,26,563,45200,0,0,0,1
21.6894,63.1,0.49,32546.745,142.2,8.58,8.65,8.485,8.88,7.68,480435,1,195.04,303.616,35,530,45200,0,0,0,1
24.4424,75.02,0.453,33841.06,168.9,8.705,8.875,8.725,8.6,8.44,405200,1,201.48,202.992,59,604,37400,0,0,0,1
24.5752,72.12,0.48,35579.775,158.9,8.485,8.725,8.635,8.725,7.82,457364,0,135.44,262.976,57,544,37200,1,0,0,0
